gender,age,married,dependents,number_of_dependents,city,latitude,longitude,population,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,ibm_spss_churn_prob,cltv,churn_category,churn_reason,new_customer
1,49,0,0,0,Carlsbad,33.148116,-117.306043,35582,0,0,71,,1,22.22,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.9,1355.1,42.18,0,1577.62,2890.54,3,0,28,5308,,,0
1,64,1,0,0,El Cajon,32.785165,-116.862648,40995,1,2,35,,1,23.85,1,1,Fiber Optic,10,0,0,0,1,1,0,0,0,Month-to-Month,1,Credit Card,91.5,3236.35,40.79,90,834.75,4120.31,4,0,78,3617,,,0
0,63,1,0,0,El Cajon,32.832706,-116.873258,61872,1,3,72,,0,0.0,0,1,DSL,16,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,60.0,4264.0,25.67,0,0.0,4238.33,4,0,43,5471,,,0
1,40,0,0,0,Encinitas,33.054579,-117.25665,47126,0,0,1,Offer E,1,27.46,0,1,DSL,26,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.25999999999999,4,0,31,2269,,,1
0,31,1,0,0,Escondido,33.081478,-117.033814,49281,1,9,9,Offer E,1,30.07,0,1,DSL,30,1,0,0,0,0,0,0,1,One Year,0,Credit Card,48.6,422.3,20.45,0,270.63,672.48,3,0,46,4562,,,0
1,62,0,0,0,Escondido,33.21846,-117.116916,43436,0,0,69,,0,0.0,0,1,Cable,18,1,1,0,1,1,1,1,1,Two Year,1,Bank Withdrawal,60.05,4176.7,41.21,0,0.0,4135.49,3,0,22,5388,,,0
0,30,1,0,0,Escondido,33.141265,-116.967221,48690,0,0,52,,1,44.34,1,1,Fiber Optic,71,0,1,0,1,1,1,1,1,Month-to-Month,1,Credit Card,102.7,5138.1,0.0,0,2305.6800000000003,7443.780000000001,3,0,63,4044,,,0
0,37,1,1,1,Lakeside,32.909873,-116.906774,42277,1,5,35,,1,9.04,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.85,739.35,2.29,0,316.4,1053.46,3,0,46,4177,,,0
0,31,0,0,0,Oceanside,33.351059,-117.420557,98239,0,0,8,Offer E,1,31.02,0,0,,0,0,0,0,0,0,0,0,0,One Year,1,Credit Card,19.2,161.95,0.0,0,248.16,410.11,4,0,40,5272,,,0
1,31,0,0,0,Oceanside,33.194742,-117.29032,52895,0,0,46,,1,22.13,1,1,Fiber Optic,22,0,1,1,0,1,0,0,1,One Year,1,Credit Card,94.9,4422.95,24.08,0,1017.98,5416.849999999999,4,0,50,5316,,,0
0,63,0,0,0,Poway,32.984395,-117.013454,47969,0,0,68,,1,21.82,1,1,DSL,2,1,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,88.15,6148.45,36.29,0,1483.76,7595.92,3,0,46,5531,,,0
0,20,0,0,0,Ramona,33.044541,-116.833922,33104,0,0,36,,1,19.64,0,1,Fiber Optic,71,0,1,0,0,1,1,1,1,Month-to-Month,1,Credit Card,94.8,3565.65,30.26,0,707.04,4242.43,4,0,22,2807,,,0
0,59,1,0,0,San Marcos,33.162624,-117.170863,52664,1,3,71,,1,30.68,1,1,Cable,18,1,1,1,1,1,1,1,1,Two Year,0,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,3,0,57,4487,,,0
0,22,1,1,1,Santa Ysabel,33.174725,-116.743329,1143,1,6,66,,1,23.2,1,1,DSL,59,1,1,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.179999999999,3,0,26,4172,,,0
1,50,0,0,0,Santee,32.847336,-116.997605,53510,0,0,63,,1,35.35,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.5,1328.15,15.62,0,2227.05,3539.5800000000004,5,0,28,5997,,,0
0,39,0,0,0,Solana Beach,33.001813,-117.263628,12173,0,0,41,,1,6.61,0,0,,0,0,0,0,0,0,0,0,0,One Year,1,Credit Card,20.25,865.0,46.78,0,271.01,1089.23,4,0,25,3972,,,0
0,26,1,0,0,Vista,33.17494,-117.242761,62036,1,9,70,,1,23.52,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.45,1303.5,14.49,0,1646.4,2935.41,4,0,57,5540,,,0
0,47,0,0,0,Vista,33.22784,-117.200024,44692,0,0,23,,0,0.0,0,1,DSL,14,0,0,0,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,44.95,996.85,25.84,40,0.0,1011.01,3,0,65,3248,,,0
1,57,1,0,0,Rancho Santa Fe,32.99356,-117.207121,1072,1,6,37,,1,4.5,1,1,DSL,9,1,0,1,1,0,0,0,1,Two Year,1,Credit Card,62.8,2278.75,16.97,0,166.5,2428.28,3,0,66,5229,,,0
1,27,0,0,0,San Diego,32.72523,-117.171346,27505,0,0,17,,1,13.02,0,1,Cable,73,0,0,0,0,0,0,0,1,One Year,0,Credit Card,44.6,681.4,0.0,0,221.34,902.74,4,0,67,2130,,,0
1,29,1,0,0,San Diego,32.741852,-117.243453,27959,1,5,64,,1,40.18,1,1,Fiber Optic,30,0,1,0,1,1,1,1,1,Two Year,1,Bank Withdrawal,105.25,6823.4,23.67,0,2571.52,9371.25,4,0,72,5682,,,0
1,62,1,0,0,San Diego,32.787836,-117.232376,46086,1,1,42,,1,13.23,1,1,Fiber Optic,23,1,0,0,0,1,1,1,0,One Year,0,Bank Withdrawal,97.1,4016.75,46.56,150,555.66,4675.85,3,0,71,2170,,,0
1,59,0,1,1,San Diego,32.76501,-117.19938,24169,0,0,5,Offer E,1,12.22,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.2,83.75,0.0,0,61.1,144.85,5,0,58,5169,,,0
0,64,0,0,0,San Diego,32.805518,-117.169052,46828,0,0,41,,1,10.26,0,1,Fiber Optic,2,0,1,0,1,1,1,1,1,Two Year,1,Bank Withdrawal,98.8,3959.15,27.09,0,420.66,4352.72,4,0,69,5584,,,0
1,61,1,0,0,San Diego,32.697098,-117.116587,47431,1,10,58,,1,18.37,0,1,DSL,18,0,0,1,0,0,0,0,1,One Year,0,Credit Card,50.3,2878.55,10.23,0,1065.46,3933.78,5,0,30,5232,,,0
0,34,0,0,0,San Diego,32.707892,-117.05512,66838,0,0,47,,1,44.69,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.55,945.7,0.0,0,2100.43,3046.13,4,0,53,5404,,,0
1,51,0,0,0,San Diego,32.762506,-117.07245,56887,0,0,18,,1,26.84,0,1,Fiber Optic,20,0,0,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.9,1373.05,15.57,0,483.12,1840.6,4,0,62,4668,,,0
1,25,1,0,0,San Diego,32.825086,-117.199424,51213,1,5,23,,1,3.67,0,1,DSL,69,1,0,0,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,59.95,1406.0,26.55,140,84.41,1603.86,4,0,42,5379,,,0
0,35,0,0,0,Coronado,32.68674,-117.186612,24093,0,0,1,,1,22.37,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.15,19.15,0.0,0,22.37,41.52,5,0,51,2577,,,1
1,60,1,0,0,San Diego,32.802959,-117.027095,21866,1,8,71,,1,34.72,1,1,Fiber Optic,10,0,0,1,0,1,1,1,1,One Year,1,Credit Card,98.65,6962.85,0.0,0,2465.12,9427.97,5,0,28,5101,,,0
1,47,1,1,1,San Diego,32.807867,-117.060993,25569,1,2,72,,1,17.3,1,1,Fiber Optic,14,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,112.6,8126.65,0.0,0,1245.6,9372.25,3,0,70,6486,,,0
1,63,1,0,0,San Diego,32.898613,-117.202937,4258,1,2,33,,1,34.22,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.6,690.25,0.0,0,1129.26,1819.51,5,0,52,5212,,,0
1,44,0,0,0,San Diego,32.808814,-117.134694,25232,0,0,24,,0,0.0,0,1,Cable,20,1,0,0,1,0,0,0,1,Two Year,0,Credit Card,35.75,830.8,0.0,0,0.0,830.8,3,0,64,5531,,,0
0,45,1,0,0,San Diego,32.827238,-117.089287,30206,1,9,56,,1,20.53,1,1,Fiber Optic,19,0,1,1,1,0,1,1,1,One Year,1,Credit Card,99.75,5608.4,0.0,0,1149.68,6758.08,4,0,68,5926,,,0
1,28,0,0,0,San Diego,32.886925,-117.152162,74232,0,0,37,,1,21.84,0,1,Fiber Optic,41,0,1,0,0,1,1,1,1,Month-to-Month,1,Credit Card,96.1,3646.8,0.0,0,808.08,4454.88,4,0,75,2640,,,0
0,29,0,0,0,San Diego,33.017518,-117.118456,20046,0,0,43,,1,2.49,1,1,DSL,53,0,1,1,1,1,1,1,0,One Year,0,Credit Card,85.1,3662.25,0.0,30,107.07,3799.32,3,0,5,2319,,,0
1,31,0,0,0,San Diego,33.000269,-117.072093,42733,0,0,1,,0,0.0,0,1,DSL,13,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,25.35,25.35,0.0,0,0.0,25.35,4,0,51,4193,,,1
0,52,0,0,0,San Diego,32.957195,-117.202542,28201,0,0,61,,1,23.45,1,1,DSL,8,1,1,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,89.65,5308.7,0.0,0,1430.45,6739.15,3,0,48,6149,,,0
1,41,0,0,0,San Diego,32.89325,-117.087091,29283,0,0,17,,1,49.71,1,1,Fiber Optic,4,0,0,1,1,0,0,0,1,One Year,0,Bank Withdrawal,86.75,1410.25,0.0,0,845.07,2255.32,5,0,29,5863,,,0
0,53,1,0,0,San Diego,32.677716,-117.047666,36351,1,3,41,,1,13.23,0,1,Fiber Optic,16,0,1,1,1,0,0,0,1,One Year,1,Bank Withdrawal,86.2,3339.05,0.0,0,542.4300000000001,3881.480000000001,3,0,62,5325,,,0
1,59,0,0,0,Indio,33.752938,-116.230055,2743,0,0,48,,1,9.91,1,1,Fiber Optic,4,0,1,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,108.1,5067.45,0.0,0,475.68,5543.13,4,0,76,5994,,,0
0,51,0,0,0,Banning,33.936298,-116.849577,25859,0,0,42,,0,0.0,0,1,DSL,13,1,1,1,1,0,1,1,0,One Year,1,Bank Withdrawal,54.75,2348.45,0.0,80,0.0,2428.45,3,0,62,3179,,,0
1,50,0,0,0,Beaumont,33.946982,-116.977672,17721,0,0,44,,1,44.92,1,1,Fiber Optic,16,0,0,1,0,0,1,1,1,Month-to-Month,1,Credit Card,90.4,4063.0,0.0,0,1976.48,6039.48,4,0,63,4751,,,0
1,62,0,1,2,Blythe,33.674583,-114.71612,24659,0,0,1,,1,15.66,0,1,DSL,29,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,44.0,44.0,0.0,0,15.66,59.66,5,0,29,4020,,,1
0,49,0,0,0,Brawley,33.03933,-115.191857,23394,0,0,27,,1,35.17,1,1,Fiber Optic,24,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.6,2595.25,0.0,0,949.59,3544.84,4,0,21,2026,,,0
0,47,0,0,0,Calipatria,33.143826,-115.497485,7857,0,0,19,,1,32.03,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.9,367.55,0.0,0,608.57,976.12,5,0,21,3245,,,0
0,61,0,0,0,Coachella,33.680031,-116.171678,23170,0,0,66,,1,13.28,1,1,DSL,24,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,90.05,5965.95,0.0,0,876.4799999999999,6842.429999999999,4,0,74,5813,,,0
0,44,1,0,0,Earp,34.137742,-114.36514,1564,1,10,23,,1,17.82,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.05,415.1,0.0,0,409.86,824.96,4,0,9,3742,,,0
0,46,0,0,0,El Centro,32.770393,-115.60915,43712,0,0,32,,1,43.8,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.75,624.15,0.0,0,1401.6,2025.75,4,0,46,4691,,,0
0,52,0,0,0,Heber,32.730583,-115.501083,3535,0,0,11,,1,26.85,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.05,237.7,0.0,0,295.35,533.05,4,0,48,5355,,,0
0,49,1,0,0,Imperial,32.858595,-115.662709,14546,1,9,68,,1,44.79,0,1,Cable,14,1,0,0,1,0,0,0,0,One Year,0,Bank Withdrawal,55.9,3848.8,0.0,20,3045.72,6914.52,3,0,77,5160,,,0
1,62,0,0,0,Joshua Tree,34.167236,-116.281511,8141,0,0,20,,1,27.11,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.7,419.4,0.0,0,542.2,961.6,5,0,56,2120,,,0
1,39,0,0,0,La Quinta,33.695532,-116.310571,23971,0,0,72,Offer A,1,30.44,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,19.8,1468.75,0.0,0,2191.6800000000003,3660.43,3,0,9,5368,,,0
1,59,1,0,0,Mecca,33.543835,-115.993906,8768,1,5,60,Offer B,1,5.43,1,1,Fiber Optic,29,1,0,1,0,1,0,0,1,One Year,1,Bank Withdrawal,95.4,5812.0,0.0,0,325.79999999999995,6137.8,4,0,46,4149,,,0
0,55,1,0,0,Palm Desert,33.694501,-116.412711,29340,1,9,46,Offer B,1,35.46,1,0,,0,0,0,0,0,0,0,0,0,One Year,1,Bank Withdrawal,24.45,1066.15,0.0,0,1631.16,2697.3100000000004,4,0,76,2438,,,0
0,62,1,0,0,Palm Springs,33.839989,-116.659215,24924,1,3,29,,1,5.39,1,1,Fiber Optic,17,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.95,2149.05,0.0,0,156.31,2305.36,5,0,80,3483,,,0
1,21,0,0,0,Palm Springs,33.745746,-116.514215,18884,0,0,51,Offer B,1,1.51,1,1,Fiber Optic,52,0,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,87.35,4473.0,0.0,0,77.01,4550.01,5,0,28,4899,,,0
0,58,1,1,1,Parker Dam,34.273872,-114.192901,131,1,6,16,Offer D,1,40.03,0,1,Fiber Optic,20,0,1,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,1836.23,3,0,22,3624,,,0
1,23,1,0,0,Pioneertown,34.201108,-116.593456,354,1,5,70,Offer A,1,45.24,1,1,Fiber Optic,42,0,1,1,1,0,1,1,1,Two Year,1,Bank Withdrawal,98.7,6858.9,0.0,0,3166.8,10025.7,3,0,57,5582,,,0
0,27,1,1,2,Rancho Mirage,33.763678,-116.429928,12465,1,2,40,Offer B,1,33.44,1,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.8,1024.7,0.0,0,1337.6,2362.3,5,0,72,3021,,,0
0,41,1,1,3,Salton City,33.28156,-115.955541,799,1,6,5,,1,6.7,1,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,24.3,132.25,0.0,0,33.5,165.75,5,0,20,3181,,,0
0,61,0,0,0,Thousand Palms,33.849263,-116.382778,6242,0,0,7,,1,27.46,0,1,Fiber Optic,4,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.85,515.45,0.0,0,192.22,707.6700000000001,3,0,51,5501,,,0
1,46,0,0,0,Escondido,33.141265,-116.967221,48690,0,0,29,,1,49.92,1,1,Fiber Optic,23,0,1,1,1,0,1,1,0,One Year,0,Credit Card,100.55,2830.45,0.0,100,1447.68,4378.13,5,0,77,3055,,,0
1,54,1,0,0,Twentynine Palms,34.457829,-116.139589,14104,1,10,44,Offer B,1,15.33,1,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,25.7,1110.5,0.0,0,674.52,1785.02,3,0,80,3037,,,0
0,31,0,0,0,Escondido,33.141265,-116.967221,48690,0,0,10,Offer D,0,0.0,0,1,DSL,24,1,1,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,40.7,449.3,0.0,0,0.0,449.3,5,0,26,2164,,,0
0,20,1,1,2,Winterhaven,32.852947,-114.850784,3663,0,0,10,Offer D,1,6.5,1,1,Fiber Optic,76,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,85.95,858.6,0.0,0,65.0,923.6,3,0,20,4922,,,0
1,27,0,0,0,Yucca Valley,34.159534,-116.425984,20486,0,0,18,Offer D,1,15.18,1,1,Fiber Optic,42,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.6,1395.05,0.0,0,273.24,1668.29,5,0,78,4030,,,0
0,49,1,0,0,Landers,34.341737,-116.539416,2182,1,4,68,Offer A,1,41.46,1,1,DSL,30,1,0,0,1,0,0,0,0,One Year,0,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98,3,0,74,4620,,,0
0,56,1,0,0,Amboy,34.559882,-115.637164,42,1,5,72,Offer A,0,0.0,0,1,DSL,30,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,65.2,4784.45,0.0,0,0.0,4784.45,3,0,27,5092,,,0
1,30,0,0,0,Angelus Oaks,34.1678,-116.86433,301,0,0,2,,1,12.59,0,1,Cable,76,1,0,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,53.45,119.5,0.0,0,25.18,144.68,4,0,25,3477,,,1
1,21,1,0,0,Apple Valley,34.424926,-117.184503,28819,1,1,41,Offer B,1,35.46,0,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,19.75,899.45,0.0,0,1453.86,2353.3100000000004,4,0,53,2011,,,0
0,46,0,0,0,Baker,35.28952,-116.092214,904,0,0,26,,0,0.0,0,1,Cable,29,0,0,1,1,1,0,0,1,Month-to-Month,1,Credit Card,44.45,1183.8,0.0,0,0.0,1183.8,4,0,26,3080,,,0
1,26,1,0,0,Fort Irwin,35.349241,-116.770281,9465,1,1,36,,1,12.61,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.85,720.05,0.0,0,453.96,1174.01,4,0,78,5744,,,0
1,52,1,0,0,Barstow,34.965648,-117.001509,31293,1,5,72,Offer A,1,30.75,1,1,Fiber Optic,3,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,114.05,8468.2,0.0,0,2214.0,10682.2,3,0,39,4842,,,0
1,30,1,0,0,Grand Terrace,34.029175,-117.307211,11024,0,0,35,,1,24.83,1,1,Fiber Optic,51,0,0,0,1,0,1,1,0,Month-to-Month,1,Bank Withdrawal,89.85,3161.2,0.0,20,869.05,4050.25,3,0,78,4945,,,0
1,59,0,0,0,Big Bear City,34.278967,-116.773825,9899,0,0,1,,1,14.65,0,1,Cable,15,0,0,1,1,0,0,0,1,Month-to-Month,0,Credit Card,55.05,55.05,0.0,0,14.65,69.7,4,0,32,2962,,,1
0,49,1,1,1,Big Bear Lake,34.242058,-116.89802,5447,1,8,16,Offer D,1,46.45,1,1,Fiber Optic,12,1,0,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,112.95,1882.55,0.0,0,743.2,2625.75,3,0,70,2683,,,0
0,63,1,0,0,Calimesa,33.982787,-117.057627,7334,1,7,54,Offer B,1,11.4,1,1,Fiber Optic,26,1,1,1,1,1,1,1,1,One Year,1,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,4,0,67,4488,,,0
0,45,0,1,3,Cedar Glen,34.255203,-117.175654,455,0,0,18,Offer D,1,42.45,1,1,DSL,28,1,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,64.8,1166.7,0.0,0,764.1,1930.8,4,0,37,2466,,,0
0,59,1,0,0,Colton,34.030915,-117.273201,52202,1,8,36,,1,49.33,0,1,Fiber Optic,23,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,80.4,2937.65,0.0,0,1775.88,4713.53,3,0,35,5544,,,0
0,30,1,0,0,Death Valley,36.27688,-117.033326,443,1,10,52,Offer B,1,5.32,1,0,,0,0,0,0,0,0,0,0,0,Two Year,1,Bank Withdrawal,25.05,1270.25,0.0,0,276.64,1546.89,4,0,42,5674,,,0
1,26,1,1,3,Essex,34.9436,-115.287901,115,1,4,8,,1,22.14,0,1,Fiber Optic,82,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.75,759.55,0.0,0,177.12,936.67,5,0,44,5505,,,0
1,47,1,0,0,Fawnskin,34.274846,-116.937581,414,1,8,72,Offer A,1,27.25,0,1,Fiber Optic,19,1,1,0,1,1,1,1,1,Two Year,0,Bank Withdrawal,105.5,7611.55,0.0,0,1962.0,9573.55,3,0,25,5534,,,0
0,53,0,0,0,Fontana,34.087558,-117.464096,82630,0,0,64,Offer B,1,4.03,1,0,,0,0,0,0,0,0,0,0,0,One Year,0,Mailed Check,24.7,1642.75,0.0,0,257.92,1900.67,5,0,32,5655,,,0
1,34,1,0,0,Fontana,34.049671,-117.468896,29847,1,10,60,Offer B,0,0.0,0,1,DSL,2,0,1,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,60.2,3582.4,0.0,0,0.0,3582.4,5,0,76,5359,,,0
0,20,1,0,0,Forest Falls,34.067699,-116.903891,958,1,10,61,Offer B,1,20.09,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,24.4,1417.9,0.0,0,1225.49,2643.3900000000003,5,0,23,4900,,,0
0,48,0,0,0,Green Valley Lake,34.244411,-117.072654,317,0,0,24,,1,38.79,1,1,Fiber Optic,4,0,1,1,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61,5,0,61,5813,,,0
1,35,1,0,0,Helendale,34.757783,-117.33997,4948,1,1,28,,1,27.34,0,1,Fiber Optic,16,0,1,1,1,1,0,0,1,One Year,0,Bank Withdrawal,92.9,2768.35,0.0,0,765.52,3533.87,3,0,51,2037,,,0
0,24,1,0,0,Hesperia,34.361387,-117.337509,68515,1,4,30,Offer C,1,15.94,0,1,DSL,53,0,1,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,80.8,2369.3,0.0,0,478.2,2847.5,5,0,46,4274,,,0
1,45,1,0,0,Highland,34.129677,-117.154277,48245,1,10,2,,1,34.38,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.0,38.0,0.0,0,68.76,106.76,4,0,77,4823,,,1
1,61,0,0,0,Hinkley,34.983808,-117.239306,1933,0,0,1,,1,4.53,1,1,Fiber Optic,28,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.1,75.1,0.0,0,4.53,79.63,3,0,28,4120,,,1
1,52,0,1,2,Lake Arrowhead,34.2565,-117.19335,9793,0,0,6,,1,15.5,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.65,100.9,0.0,0,93.0,193.9,5,0,34,2231,,,0
0,23,1,0,0,Loma Linda,34.049315,-117.255974,18068,1,8,24,Offer C,1,44.06,0,1,DSL,59,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,69.45,1614.05,0.0,0,1057.44,2671.49,5,0,35,4208,,,0
1,25,0,0,0,Needles,34.711224,-114.702256,5488,0,0,70,Offer A,0,0.0,0,1,DSL,59,0,0,0,1,0,1,1,1,Two Year,1,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75,5,0,57,5055,,,0
1,32,1,0,0,Temecula,33.507255,-117.029473,46171,1,2,72,Offer A,1,11.57,1,1,Fiber Optic,18,0,1,0,0,1,0,0,1,One Year,1,Bank Withdrawal,89.7,6588.95,0.0,0,833.04,7421.99,3,0,76,6016,,,0
0,42,0,0,0,Oro Grande,34.647959,-117.296957,909,0,0,44,Offer B,1,13.45,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,19.9,868.1,0.0,0,591.8,1459.9,5,0,63,2809,,,0
1,24,1,0,0,Redlands,34.064073,-117.166158,36675,1,2,9,,1,14.91,0,1,Cable,82,0,0,1,0,1,1,1,1,Month-to-Month,1,Mailed Check,70.05,564.4,0.0,0,134.19,698.5899999999999,3,0,69,4900,,,0
1,56,1,0,0,Rialto,34.109775,-117.378904,75882,1,7,24,Offer C,1,1.02,0,1,Cable,3,1,0,0,1,0,0,0,0,Month-to-Month,0,Mailed Check,53.6,1315.35,0.0,120,24.48,1459.83,3,0,47,2977,,,0
0,47,1,1,3,Sugarloaf,34.243088,-116.830015,1834,1,8,7,,1,16.22,0,1,DSL,53,1,1,1,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,75.7,554.05,0.0,0,113.54,667.5899999999999,3,0,37,2950,,,0
1,48,1,1,2,Victorville,34.567058,-117.362329,12083,1,2,11,Offer D,1,40.76,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.65,225.75,0.0,0,448.36,674.1099999999999,3,0,33,3372,,,0
0,50,1,0,0,Yucaipa,34.04597,-117.011825,41575,1,2,72,Offer A,1,38.44,1,1,Fiber Optic,16,0,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,108.5,8003.8,0.0,0,2767.68,10771.48,4,0,56,6288,,,0
1,62,1,1,2,San Bernardino,34.183286,-117.221722,53636,1,4,72,Offer A,1,44.0,1,1,Fiber Optic,20,0,0,0,0,0,1,1,1,Two Year,1,Credit Card,84.5,6130.85,0.0,0,3168.0,9298.85,5,0,50,6202,,,0
0,64,0,0,0,San Bernardino,34.142747,-117.300864,24644,0,0,15,Offer D,1,32.07,1,1,Fiber Optic,28,0,1,0,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,100.15,1415.0,0.0,0,481.05,1896.05,3,0,65,2565,,,0
1,26,0,0,0,San Bernardino,34.250069,-117.393949,49355,0,0,72,Offer A,1,44.46,1,1,DSL,48,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,88.6,6201.95,0.0,0,3201.12,9403.07,3,0,52,5842,,,0
0,43,1,0,0,San Bernardino,34.084909,-117.258107,12149,1,2,10,,0,0.0,0,1,Cable,20,1,0,1,1,1,0,0,1,Two Year,1,Bank Withdrawal,52.55,525.5,0.0,0,0.0,525.5,3,0,36,2578,,,0
1,42,1,1,3,San Bernardino,34.122501,-117.320138,23146,1,4,63,Offer B,1,40.73,1,1,Fiber Optic,76,0,1,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,104.8,6597.25,0.0,0,2565.99,9163.24,5,0,20,4046,,,0
0,63,0,0,0,Riverside,33.994676,-117.372498,18999,0,0,2,,1,27.02,0,1,Cable,26,0,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,59.0,114.15,0.0,0,54.04,168.19,5,0,33,5810,,,1
1,31,0,0,0,Riverside,33.920907,-117.489426,38446,0,0,1,,1,17.81,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.4,20.4,0.0,0,17.81,38.21,5,0,46,2968,,,1
1,32,1,0,0,Riverside,33.976328,-117.319786,48649,1,7,28,Offer C,1,28.86,0,1,Cable,24,1,1,0,1,0,0,0,1,Month-to-Month,0,Mailed Check,60.9,1785.65,0.0,0,808.0799999999999,2593.73,3,0,76,3851,,,0
0,41,1,0,0,Riverside,33.885499,-117.324959,17147,1,7,70,Offer A,1,11.71,0,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.8,1397.65,0.0,0,819.7,2217.3500000000004,4,0,30,4500,,,0
