gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,phone_service,multiple_lines,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,unlimited_data,paperless_billing,total_refunds,total_extra_data_charges,total_long_distance_charges,satisfaction_score,churn,cltv,corr_total_charges,contract_one_year,contract_two_year,payment_method_credit_card,payment_method_mailed_check,offer_offer_b,offer_offer_c,offer_offer_d,offer_offer_e,offer_nan,internet_type_dsl,internet_type_fiber_optic,internet_type_nan,streaming_music_or_movies
0,40,1,2,37.382909,-121.634151,7,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.4434153400868306,5,0,5975,1209.25,0,1,1,0,1,0,0,0,0,0,0,1,0
1,52,1,2,37.339533,-121.777179,9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1868504923903314,4,0,5406,1396.25,0,1,1,0,0,0,0,0,0,0,0,1,0
1,19,1,2,37.959706,-121.287669,7,1,1,59,1,0,0,0,1,1,1,0.0,0.0,0.254109352319071,3,0,5942,144.67000000000002,0,0,0,0,0,0,0,0,1,1,0,0,0
0,30,0,0,37.974498,-121.319568,0,1,1,52,1,1,1,1,1,1,0,0.0,0.0,0.41436625780073166,3,0,5407,145.21875,0,1,1,0,0,0,0,0,1,1,0,0,1
1,38,0,2,37.965695,-121.260051,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0316217590238943,4,0,3478,98.35,0,0,1,0,0,0,0,0,1,0,0,1,0
1,19,1,0,38.002125,-121.324979,5,1,1,30,0,1,0,0,0,1,0,0.0,0.0,0.021439538454380493,5,0,5558,214.93,0,0,1,0,0,0,0,0,1,1,0,0,0
0,21,1,0,38.033219,-121.297433,6,1,0,47,1,0,0,0,0,1,1,0.0,0.0,0.2656686884329161,3,0,3131,581.175,0,0,0,0,0,1,0,0,0,0,1,0,0
1,46,0,0,38.049457,-121.21653,0,0,0,8,1,0,0,1,0,1,0,0.0,0.0,0.0,4,0,3898,268.15,1,0,0,1,0,1,0,0,0,1,0,0,0
0,62,0,0,37.946282,-121.139499,0,1,1,29,0,0,0,0,1,0,1,0.0,0.41055718475073316,0.3536656891495601,4,0,4830,56.833333333333336,0,0,0,0,0,0,0,0,1,1,0,0,0
0,59,0,0,38.071327,-120.632221,0,0,0,21,0,1,0,0,0,1,1,0.0,0.0,0.0,5,0,2454,559.2833333333333,0,0,0,0,1,0,0,0,0,0,0,0,1
0,59,0,0,38.32153,-120.236358,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4137931034482758,4,0,5084,18.85,0,0,0,0,0,0,0,0,1,0,0,1,0
1,57,0,0,38.208336,-120.339938,0,1,0,24,0,0,0,0,1,1,0,0.0,0.0,0.10602051835853134,3,0,3481,123.46666666666665,0,0,0,1,0,0,0,0,1,1,0,0,0
0,36,1,0,38.183918,-120.898817,0,1,0,18,1,0,1,0,1,1,1,0.0,0.0,0.06434058523426964,4,0,4405,682.12,1,0,0,1,1,0,0,0,0,1,0,0,0
0,48,1,1,38.233879,-120.861666,7,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.7946522655426765,4,0,3043,569.4,0,1,0,0,1,0,0,0,0,0,0,1,0
1,55,1,0,38.227285,-121.02789,4,1,1,9,0,1,1,1,1,0,0,0.0,0.02089566414968894,0.4437289262478036,4,0,5115,877.375,0,1,1,0,0,0,0,0,0,1,0,0,0
0,62,0,0,37.943954,-120.67108,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5438599980113354,5,0,4116,1005.7,0,1,0,1,1,0,0,0,0,0,0,1,0
0,44,1,0,37.873283,-121.292034,8,1,1,19,1,1,0,0,0,1,1,0.0,0.0,0.17027337971840245,3,0,5267,912.65,0,0,1,0,1,0,0,0,0,0,1,0,1
0,63,0,0,38.166791,-121.14207,0,1,0,9,1,0,1,1,0,1,1,0.0,0.0,0.0723489932885906,3,0,4910,831.9166666666666,1,0,0,0,0,0,0,0,1,0,0,0,1
1,41,0,0,38.304194,-120.592431,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.350920125293657,3,0,2130,510.8,1,0,1,0,0,1,0,0,0,0,0,1,0
0,56,0,0,38.264262,-120.515133,0,1,1,22,1,0,0,0,0,0,1,0.0,0.035217467864060575,0.8698714562422962,4,0,2182,70.9875,0,0,0,0,0,0,0,0,1,0,0,0,0
1,29,0,0,38.147852,-120.440124,0,1,1,59,0,0,0,0,0,1,1,0.0,0.0,0.495152076578663,3,0,3130,323.85,1,0,1,0,0,1,0,0,0,0,0,0,0
1,21,1,0,38.196497,-120.61689,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.191348600508906,3,0,2539,19.65,1,0,0,1,0,0,0,1,0,0,0,1,0
1,60,1,3,38.055562,-120.456298,1,1,1,76,1,1,1,1,1,1,1,0.0,0.0,0.2888665105675788,3,0,4558,1011.64375,0,1,0,0,0,0,0,0,1,0,1,0,1
0,33,0,0,38.392686,-120.415951,0,1,1,7,0,1,0,0,0,1,1,0.0,0.0,0.38078116916709775,5,0,4423,154.64000000000001,1,0,0,1,0,0,1,0,0,1,0,0,0
0,59,0,0,38.169605,-121.310964,0,1,1,15,1,0,0,0,0,0,1,0.0,0.0,0.4254821003545928,3,0,5577,257.3375,0,0,1,0,0,0,1,0,0,0,1,0,0
0,56,0,0,37.4695,-120.672724,0,1,1,2,1,0,1,0,1,1,0,0.0,0.0,0.5994156603038565,4,0,2007,598.9666666666667,0,1,0,1,1,0,0,0,0,1,0,0,1
1,59,0,0,37.553469,-120.952825,0,1,0,15,0,0,0,1,0,1,1,0.0,0.0,0.0777566395251503,4,0,2202,492.7875,0,1,0,0,0,1,0,0,0,1,0,0,0
1,56,0,0,37.722127,-120.110174,0,0,0,30,1,0,1,0,1,1,1,0.0,0.0,0.0,4,0,5594,799.0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,29,1,0,37.420273,-120.66527,1,1,0,82,0,0,0,1,1,1,1,0.0,0.0,0.41717294035548624,4,0,4700,1218.05,1,0,0,0,1,0,0,0,0,0,1,0,1
1,32,1,1,37.435664,-121.049056,1,1,0,19,1,0,1,0,1,1,1,0.0,0.0,0.2898233922025991,4,0,5192,300.1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,59,1,0,37.524721,-120.757977,1,1,1,8,1,0,0,1,0,0,1,0.0,0.0,0.43949119655048513,4,0,4411,695.75,1,0,0,0,1,0,0,0,0,1,0,0,0
0,38,0,0,37.654551,-119.822984,0,1,0,2,0,0,1,1,1,1,1,0.0,0.0,0.3609003397508494,3,0,3244,706.4,1,0,0,0,0,1,0,0,0,0,1,0,1
1,21,0,0,37.818543,-121.006907,0,1,0,30,0,0,1,0,0,1,0,0.0,0.0,0.348666017526777,5,0,5806,64.1875,0,0,1,0,0,0,0,1,0,0,1,0,1
1,47,0,0,37.902968,-119.667544,0,1,1,26,1,1,0,0,1,1,1,0.0,0.0,0.04242587947777992,4,0,2709,647.875,1,0,0,0,0,1,0,0,0,0,1,0,1
1,60,1,0,37.147198,-121.120161,0,1,1,20,1,1,1,1,0,1,1,0.0,0.0,0.07112021364174849,3,0,3945,311.26875,0,1,1,0,0,1,0,0,0,0,0,0,0
0,33,0,0,37.394536,-120.890747,0,1,0,12,0,0,1,1,1,1,0,0.0,0.0,0.046460416488619205,3,0,3459,702.0600000000001,0,1,1,0,1,0,0,0,0,1,0,0,1
0,25,0,0,37.479926,-120.230424,0,1,0,48,0,1,0,0,0,0,0,0.0,0.18289894833104708,0.7173296753543665,5,0,3185,255.15,0,0,0,0,0,0,1,0,0,1,0,0,0
1,58,1,0,37.84771,-120.486589,1,1,1,21,1,1,0,1,1,1,0,0.0,0.0,0.5106394503778201,4,0,5012,791.1928571428572,0,1,0,0,0,0,0,0,1,1,0,0,1
1,26,1,0,37.555631,-120.911653,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.7532638990758398,5,0,2483,340.85,0,0,1,0,0,0,1,0,0,0,0,1,0
0,24,0,0,37.666587,-120.411517,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.9106755876606074,3,0,2574,844.45,0,1,0,0,1,0,0,0,0,0,0,1,0
0,53,1,0,37.80821,-121.308401,1,1,1,4,1,0,0,0,0,1,0,0.0,0.0,0.26654064272211714,3,0,2362,269.79,0,0,0,0,0,0,1,0,0,0,1,0,0
1,26,0,0,37.249377,-120.249581,0,1,1,59,0,1,0,1,1,1,1,0.0,0.0,0.3792059290629963,3,0,4812,629.6666666666666,1,0,1,0,0,1,0,0,0,0,1,0,1
0,20,0,0,37.361987,-120.748394,0,1,0,48,0,1,0,0,0,0,1,0.0,0.1471429739229952,0.3362707430720183,3,0,5007,203.88333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0
0,63,0,0,37.830267,-121.201018,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.5711105943324142,3,0,6355,752.525,0,1,0,1,1,0,0,0,0,0,0,1,0
1,26,1,2,37.750822,-121.238423,9,0,0,52,0,0,0,0,0,1,0,0.0,0.0,0.0,3,0,4134,233.925,0,0,1,0,0,0,1,0,0,1,0,0,0
0,56,0,0,37.255637,-120.493537,0,1,0,15,0,0,0,0,0,1,1,0.0,0.0,0.08697219361483008,3,0,2228,64.73333333333333,0,0,0,0,0,0,0,0,1,0,1,0,0
0,23,0,3,37.581496,-119.972762,0,1,0,73,0,0,0,1,1,1,1,0.0,0.0,0.26411759559016534,3,0,5108,142.8625,0,0,1,0,0,0,0,1,0,0,0,0,1
1,45,1,0,37.40122,-120.514191,1,1,1,9,1,1,1,0,0,1,1,0.0,0.0,0.42986324574843693,3,0,4778,750.5642857142857,1,0,0,0,1,0,0,0,0,0,1,0,0
1,25,0,0,37.639029,-120.964772,0,1,0,52,0,0,0,0,0,1,1,0.0,0.0,0.12016879255778266,3,0,4704,173.78333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0
0,28,1,2,37.672906,-120.946594,5,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.07539730294128,5,0,5267,1412.65,0,1,0,0,0,0,0,0,1,0,0,1,0
1,42,1,3,37.612612,-121.108568,3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9754263708050614,4,0,6393,1090.6,0,1,1,0,0,0,0,0,1,0,0,1,0
1,26,1,0,37.343846,-121.039391,6,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1.3833010782416366,4,0,4811,723.4,1,0,1,0,0,0,0,0,1,0,0,1,0
0,25,1,3,37.410236,-121.320337,9,1,1,41,0,0,0,0,1,1,1,0.0,0.0,0.5268006836493856,5,0,5057,1075.1125,0,0,1,0,0,0,0,0,1,1,0,0,1
1,47,0,0,38.224869,-119.755729,0,1,1,5,1,0,0,0,0,1,0,0.0,0.0,0.7259269258459323,4,0,3921,222.24,0,0,0,0,0,0,1,0,0,1,0,0,1
1,24,0,0,37.329725,-120.306399,0,0,0,52,0,0,0,0,0,1,1,0.0,0.0,0.0,5,0,2323,95.05,0,0,0,1,0,0,0,1,0,1,0,0,0
1,30,1,0,37.750778,-121.13238,4,1,0,51,1,0,1,1,1,1,0,0.0,0.0,0.3703805294811983,4,0,4226,741.2916666666666,0,1,0,1,0,0,0,0,1,1,0,0,0
0,64,1,0,37.982716,-120.343732,3,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.9607606349553293,5,0,5065,915.025,0,1,0,0,0,0,0,0,1,0,0,1,0
1,62,0,0,37.990574,-120.261821,0,1,1,18,1,1,1,0,0,1,0,0.0,0.0,0.07647173523833159,4,0,3171,402.95,1,0,0,0,0,1,0,0,0,0,1,0,0
0,56,1,0,37.316807,-120.855753,3,1,1,10,1,0,0,0,1,1,1,0.0,0.0,0.45296708510835815,3,0,5417,969.47,0,0,0,1,0,0,0,0,1,0,1,0,1
1,21,1,0,37.680968,-121.446049,10,1,1,52,1,0,1,1,0,1,0,0.0,0.0,0.37147146512168816,4,0,6466,675.6142857142858,0,1,1,0,0,0,0,0,1,0,0,0,1
1,54,1,1,37.939768,-120.188002,7,1,1,13,0,1,0,0,1,1,0,0.0,0.0,0.012751869967267794,3,0,3760,803.49,0,0,0,0,0,0,0,0,1,0,1,0,0
1,64,0,0,37.474396,-120.875917,0,1,0,29,1,0,1,0,0,1,0,0.0,0.0,0.1801801801801802,3,0,2120,279.71999999999997,0,0,1,0,0,0,1,0,0,1,0,0,1
0,43,1,2,38.107441,-120.230625,8,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.2593273622397532,4,0,5907,842.95,0,1,0,0,0,0,0,0,1,0,0,1,0
1,58,0,1,37.609095,-121.263381,0,1,0,11,1,1,0,1,1,0,1,0.0,0.0017162520487758834,0.19397423905674788,4,0,5915,1165.33,1,0,0,0,0,0,0,0,1,0,1,0,1
1,39,0,0,37.421299,-120.599587,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0733900814211694,5,0,3799,270.2,1,0,0,1,0,0,1,0,0,0,0,1,0
0,25,1,2,38.460517,-122.790335,9,1,0,51,0,1,0,0,1,1,1,0.0,0.0,0.2040925266903915,3,0,3654,42.15,0,0,1,0,0,0,0,1,0,1,0,0,0
1,43,0,0,38.488431,-122.752839,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8222242938379789,5,0,3848,536.35,0,0,0,1,0,1,0,0,0,0,0,1,0
1,58,0,0,38.526941,-122.709096,0,1,1,15,1,0,0,0,0,1,1,0.0,0.0,0.041939156451057745,3,0,5039,377.69,0,0,0,1,0,0,0,0,1,1,0,0,1
0,20,1,0,38.439696,-122.668817,8,0,0,59,1,0,0,0,0,1,0,0.0,0.0,0.0,4,0,3766,209.78333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0
0,63,1,1,38.731055,-123.316553,9,1,1,20,1,1,0,0,1,1,1,0.0,0.0,0.4516265404045742,4,0,5915,788.4833333333332,0,0,0,0,0,0,0,0,1,0,1,0,1
0,60,1,3,39.025867,-123.381544,6,1,1,53,0,1,1,0,0,1,0,0.0,0.0,0.48931408474951427,5,0,2404,338.84166666666664,1,0,0,0,0,0,0,0,1,0,1,0,0
0,60,1,0,38.578807,-123.19338,10,1,1,13,0,0,1,1,1,1,0,0.0,0.0,0.0987544282642945,5,0,4534,957.3916666666668,0,1,0,0,0,0,0,0,1,0,1,0,1
1,62,0,0,39.07116,-122.598542,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.395372750642674,3,0,5820,19.45,0,0,0,0,0,0,0,1,0,0,0,1,0
0,39,1,0,39.83307,-123.178765,9,1,1,24,1,0,1,1,1,1,1,0.0,0.0,0.12807593175960397,4,0,6361,872.9642857142857,0,1,1,0,0,0,0,0,1,1,0,0,1
0,57,0,0,38.445603,-123.063756,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.15678646530300133,3,0,2618,1046.2,0,1,1,0,0,0,0,0,1,0,0,1,0
1,22,0,0,39.108252,-123.645121,0,1,0,51,0,1,0,0,0,1,1,0.0,0.0,0.4015094339622642,5,0,5870,23.1875,0,0,1,0,0,0,0,1,0,1,0,0,0
0,49,1,0,38.499302,-122.92444,0,1,0,23,1,0,0,1,0,1,1,0.0,0.0,0.2732459521973785,3,0,5251,38.910000000000004,0,0,0,0,0,0,0,1,0,0,1,0,0
0,26,1,0,39.455555,-123.683979,1,1,0,73,0,1,0,0,0,1,1,0.0,0.0,0.9190655121712139,3,0,3097,153.025,0,0,0,0,0,0,1,0,0,0,0,0,0
1,61,1,1,38.731771,-123.064272,6,1,0,30,0,0,0,1,1,1,1,0.0,0.0,0.12431314357659967,4,0,6166,1667.925,0,1,1,0,0,0,0,0,1,0,1,0,1
1,47,1,0,38.434362,-122.86891,4,1,1,20,0,1,1,1,1,1,1,0.0,0.0,0.0875238648626214,4,0,4222,688.4,0,1,0,0,0,0,0,0,1,0,0,0,0
1,56,1,3,38.52576,-123.013347,3,1,1,21,1,1,1,1,1,1,0,0.0,0.0,0.35213052011090856,3,0,6349,894.88125,0,1,0,0,0,0,0,0,1,0,1,0,1
1,23,1,2,38.618347,-122.908422,5,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.1571673547157828,4,0,4392,787.25,0,1,1,0,0,0,0,0,1,0,0,1,0
0,34,0,0,38.93706,-123.118111,0,0,0,25,1,1,1,1,1,1,1,0.0,0.0,0.0,3,0,5183,479.8666666666666,1,0,0,0,0,0,0,0,1,1,0,0,0
1,20,1,1,38.505995,-123.187019,10,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.46717024985473565,3,0,4573,86.05,0,0,1,0,0,0,0,0,1,0,0,1,0
0,32,1,3,38.419525,-122.521585,4,1,1,52,1,0,0,0,1,0,1,0.0,0.0045191952819601255,0.2674881559423652,3,0,5735,1659.5875,0,1,0,0,0,0,0,0,1,0,1,0,1
0,28,1,0,39.080469,-122.955176,5,1,0,69,1,1,0,1,0,1,0,0.0,0.0,0.04170884143892289,4,0,4702,518.6750000000001,0,1,1,0,0,0,0,0,1,1,0,0,0
0,25,1,2,39.245911,-123.77214,6,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1970593779453345,4,0,4603,1326.25,0,1,1,0,0,0,0,0,1,0,0,1,0
1,59,1,0,38.925545,-122.549083,7,0,0,24,1,0,1,1,1,1,0,0.0,0.0,0.0,3,0,3671,446.91,1,0,1,0,0,0,0,0,1,1,0,0,1
1,47,1,0,39.141934,-122.770679,3,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.2662829445622539,4,0,5682,495.15,1,0,0,0,0,0,0,0,1,0,0,1,0
0,44,0,0,39.305545,-123.743697,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.639894086496028,3,0,4904,679.8,1,0,0,0,0,0,0,0,1,0,0,1,0
1,55,0,0,38.787446,-122.58675,0,1,0,29,0,0,0,0,1,1,1,0.0,0.0,0.6718152866242039,5,0,2438,20.933333333333334,0,0,1,0,0,0,0,0,1,0,0,0,1
0,25,1,0,38.471049,-123.015549,0,1,1,59,1,0,1,0,1,1,1,0.0,0.0,0.2095864262990456,3,0,5551,1257.3333333333333,0,1,0,0,0,0,0,0,1,0,1,0,1
1,50,1,1,39.182916,-123.552571,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.045200925731117,3,0,6144,1188.25,0,1,1,0,0,0,0,0,1,0,0,1,0
0,54,0,0,38.415003,-122.998726,0,1,0,30,0,0,1,1,1,1,0,0.0,0.0,0.4865047233468286,5,0,2900,14.819999999999999,1,0,1,0,0,0,0,0,1,1,0,0,1
0,62,1,2,39.094102,-123.500853,9,1,1,18,0,1,1,1,1,1,1,0.0,0.0,0.22723207401696222,4,0,3094,463.2142857142857,0,0,0,0,0,0,0,0,1,0,1,0,1
1,42,0,0,38.911299,-123.609588,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.010595492480748,3,0,6036,1240.15,0,1,1,0,0,0,0,0,1,0,0,1,0
1,20,0,0,39.408634,-123.045516,0,1,1,59,1,1,1,1,0,1,0,0.0,0.0,0.5879601590718376,3,0,5082,513.91875,1,0,0,0,0,0,0,0,1,0,0,0,0
0,60,0,0,38.398815,-122.861923,0,1,1,22,0,1,1,1,1,1,0,0.0,0.0,0.07222906878225373,4,0,5466,741.8857142857142,0,1,0,0,0,0,0,0,1,1,0,0,1
1,19,1,1,38.25485,-122.461799,6,1,1,47,0,1,1,1,1,1,1,0.0,0.0,0.3644128113879004,4,0,6060,1075.8285714285714,0,1,0,0,0,0,0,0,1,0,1,0,1
0,37,1,0,39.220368,-122.907693,5,1,1,17,1,0,0,1,1,1,1,0.0,0.0,0.5616460935496869,3,0,5880,910.0333333333333,0,1,0,0,0,0,0,0,1,1,0,0,1
0,50,0,0,39.492046,-123.375818,0,1,1,25,0,0,0,0,0,0,0,0.0,0.024844720496894408,0.23975155279503105,3,0,3469,134.16666666666666,0,0,0,0,0,0,0,0,1,0,1,0,0
0,42,1,0,38.527297,-122.810044,6,0,0,27,1,1,1,0,1,1,0,0.0,0.0,0.0,4,0,5623,273.55,1,0,0,0,0,0,0,0,1,1,0,0,1
1,55,1,0,38.888351,-123.239647,7,1,1,18,0,1,1,1,1,1,1,0.0,0.0,0.03906458014116702,3,0,5444,1137.4571428571428,0,1,1,0,0,0,0,0,1,0,1,0,1
0,26,1,0,38.696659,-123.436861,9,1,0,59,1,1,0,1,0,1,1,0.0,0.0,0.42033693712606274,3,0,5313,635.1333333333333,0,1,1,0,0,0,0,0,1,0,0,0,0
0,41,1,0,40.796621,-124.15428,10,1,0,29,1,0,1,1,1,1,1,0.0,0.0,0.3312344351369708,3,0,2934,588.9333333333333,0,1,1,0,0,0,0,0,1,0,0,0,1
0,47,1,3,40.737431,-124.108897,5,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.8962774715441333,5,0,4131,1396.9,0,1,0,0,0,0,0,0,1,0,0,1,0
0,57,0,0,40.309088,-123.668201,0,1,0,3,0,0,1,0,1,1,1,0.0,0.0,0.6627349752497799,3,0,3354,411.6125,0,0,0,0,0,0,0,0,1,0,0,0,0
0,48,0,0,40.839958,-124.003757,0,1,0,23,1,1,1,1,0,0,1,0.0,0.03731134451429957,0.42982668880473107,4,0,3235,446.69166666666666,1,0,1,0,0,0,0,0,1,0,0,0,1
1,32,1,0,40.854512,-123.450097,6,0,0,26,0,1,1,0,0,1,1,0.0,0.0,0.0,4,0,3844,512.2625,1,0,1,0,0,0,0,0,1,1,0,0,1
1,50,0,0,40.497283,-123.93037,0,1,1,18,1,0,0,1,0,1,1,0.0,0.0,0.5919982365259562,3,0,2667,604.8666666666667,1,0,0,0,1,0,0,0,0,1,0,0,1
0,32,1,1,40.726949,-124.217378,3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1370242214532872,5,0,5359,202.3,0,1,1,0,0,0,1,0,0,0,0,1,0
1,47,0,0,40.584991,-124.121504,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6577627118644067,3,0,3331,147.5,0,0,1,0,0,0,0,0,1,0,0,1,0
0,27,0,0,40.057784,-123.679461,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.9147654892877822,4,0,5756,43.175,0,0,1,0,0,0,0,0,1,0,0,1,0
1,47,0,0,41.867908,-123.794144,0,1,0,27,1,0,1,0,0,1,1,0.0,0.0,0.5682901554404145,3,0,4490,115.8,0,0,0,0,0,0,0,0,1,1,0,0,1
1,42,1,3,41.163637,-123.704841,1,1,0,76,1,1,1,0,0,0,0,0.0,0.012773227315546613,0.44317989494020527,4,0,5288,626.3100000000001,1,0,1,0,0,0,0,0,1,0,1,0,1
1,35,1,0,40.557314,-124.081662,4,1,0,30,1,1,1,1,0,1,1,0.0,0.0,0.6654787058014917,3,0,4053,561.1857142857143,1,0,0,0,1,0,0,0,0,1,0,0,0
0,21,1,0,41.572813,-124.035011,9,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.6418109187749668,4,0,3831,187.75,0,0,0,0,0,0,1,0,0,0,0,1,0
0,33,1,0,40.664483,-123.865325,5,1,1,0,0,0,0,0,0,0,1,0.0,0.0,1.8005847440283016,4,0,4015,855.075,0,1,0,0,0,0,0,0,1,0,0,1,0
0,61,1,0,40.390301,-123.412327,2,0,0,6,1,1,0,1,1,1,1,0.0,0.0,0.0,3,0,5656,430.32,1,0,0,0,1,0,0,0,0,0,0,0,0
0,47,1,0,40.267158,-123.805913,6,1,0,4,0,0,1,1,0,1,0,0.0,0.0,0.7329949654127952,5,0,5140,244.31,0,0,0,0,0,0,1,0,0,0,0,0,0
0,28,1,0,41.336354,-124.044354,8,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.6192255003508302,3,0,5398,1496.45,0,1,0,0,0,0,0,0,1,0,0,1,0
1,56,1,0,41.269521,-123.546958,8,1,0,7,1,0,0,1,0,0,1,0.0,0.0773874013310633,0.13075375328896455,4,0,3733,323.05,1,0,1,0,0,0,1,0,0,1,0,0,0
0,19,0,0,40.274302,-124.210902,0,0,0,52,0,0,0,0,0,1,1,0.0,0.0,0.0,5,0,3513,12.575,0,0,1,0,0,0,0,0,1,0,0,0,0
1,57,0,0,40.184094,-123.745487,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.8957795808767731,3,0,6059,856.55,0,1,0,0,0,0,0,0,1,0,0,1,0
1,45,0,0,40.142256,-123.852927,0,0,0,7,1,0,0,1,0,1,1,0.0,0.0,0.0,3,0,5052,437.225,1,0,1,0,1,0,0,0,0,1,0,0,0
0,22,1,0,40.809636,-124.189977,6,1,0,71,0,1,0,0,0,1,0,0.0,0.0,0.4049616437127092,5,0,4891,278.6375,0,0,0,0,0,0,0,0,1,0,1,0,0
1,56,0,0,40.440636,-124.098739,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3018880315219175,3,0,5363,609.1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,64,1,0,40.363446,-123.835041,2,0,0,8,1,1,1,1,1,1,0,0.0,0.0,0.0,4,0,4740,93.41666666666667,0,1,1,0,0,0,0,0,1,1,0,0,0
0,55,0,0,40.310119,-123.909449,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3254237288135595,3,0,3087,141.6,0,1,1,0,0,0,0,0,1,0,0,1,0
1,20,1,0,40.949012,-123.655847,5,1,0,71,1,0,1,0,1,1,1,0.0,0.0,0.36363558806906043,3,0,4515,937.7299999999999,1,0,1,0,1,0,0,0,0,1,0,0,1
0,27,1,0,39.873371,-123.741474,3,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1050350768137824,4,0,5145,563.05,0,0,1,0,0,0,0,0,1,0,0,1,0
0,39,1,0,39.955587,-123.681175,5,1,1,11,0,0,1,0,1,1,1,0.0,0.0,0.03542857142857143,3,0,6354,1197.0,1,0,1,0,1,0,0,0,0,0,1,0,1
1,58,0,0,40.170357,-123.417298,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.9716198125836679,4,0,2831,373.5,0,1,1,0,0,0,0,0,1,0,0,1,0
0,21,1,0,38.99003,-121.114408,0,0,0,42,0,1,0,0,1,1,1,0.0,0.0,0.0,3,0,5528,851.1166666666667,0,0,0,0,1,0,0,0,0,1,0,0,1
0,51,1,0,38.912881,-121.082766,5,1,1,22,1,1,1,0,0,1,0,0.0,0.0,0.3538429508310489,3,0,5441,617.5500000000001,0,1,1,0,0,0,0,0,1,0,0,0,0
1,43,1,2,38.592745,-121.540036,3,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.731140350877193,5,0,2606,250.8,0,0,0,0,0,0,0,0,1,0,0,1,0
1,38,1,0,38.809804,-122.241383,8,0,0,15,1,0,1,1,1,1,0,0.0,0.0,0.0,4,0,4147,909.8100000000001,0,1,0,0,0,0,0,0,1,0,0,0,1
1,59,1,0,38.681651,-122.130569,9,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.186083118793674,5,0,4845,1359.5,1,0,0,0,0,0,0,0,0,0,0,1,0
0,43,0,0,38.69508,-121.271616,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.362091137824993,4,0,4283,178.85,0,0,0,0,0,0,0,0,1,0,0,1,0
0,59,0,0,38.384648,-121.578701,0,1,1,28,0,0,0,0,0,1,1,0.0,0.0,0.13162420130945807,5,0,5841,158.4625,0,0,1,0,0,0,0,0,1,0,1,0,0
1,28,1,0,38.880622,-120.973865,9,1,1,59,1,1,1,0,1,1,1,0.0,0.0,0.2019303493819495,3,0,2319,759.3000000000001,0,0,0,0,1,0,0,0,0,0,1,0,1
1,23,0,0,38.311609,-121.554034,0,1,0,85,0,0,0,0,0,1,0,0.0,0.0,0.05832766825288919,3,0,3963,245.16666666666666,0,0,1,0,0,0,0,0,1,0,1,0,0
